0.000000	-0.100000	0.500000
0.000100	-0.100470	0.499990
0.000200	-0.100941	0.499980
0.000300	-0.101411	0.499970
0.000400	-0.101881	0.499960
0.000500	-0.102351	0.499949
0.000600	-0.102822	0.499939
0.000700	-0.103292	0.499929
0.000800	-0.103762	0.499918
0.000900	-0.104232	0.499908
0.001000	-0.104703	0.499898
0.001100	-0.105173	0.499887
0.001200	-0.105643	0.499877
0.001300	-0.106113	0.499866
0.001400	-0.106584	0.499855
0.001500	-0.107054	0.499845
0.001600	-0.107524	0.499834
0.001700	-0.107994	0.499823
0.001800	-0.108464	0.499812
0.001900	-0.108934	0.499802
0.002000	-0.109405	0.499791
0.002100	-0.109875	0.499780
0.002200	-0.110345	0.499769
0.002300	-0.110815	0.499758
0.002400	-0.111285	0.499746
0.002500	-0.111755	0.499735
0.002600	-0.112225	0.499724
0.002700	-0.112695	0.499713
0.002800	-0.113165	0.499702
0.002900	-0.113635	0.499690
0.003000	-0.114105	0.499679
0.003100	-0.114575	0.499667
0.003200	-0.115045	0.499656
0.003300	-0.115516	0.499644
0.003400	-0.115986	0.499633
0.003500	-0.116456	0.499621
0.003600	-0.116925	0.499610
0.003700	-0.117395	0.499598
0.003800	-0.117865	0.499586
0.003900	-0.118335	0.499574
0.004000	-0.118805	0.499562
0.004100	-0.119275	0.499550
0.004200	-0.119745	0.499539
0.004300	-0.120215	0.499527
0.004400	-0.120685	0.499514
0.004500	-0.121155	0.499502
0.004600	-0.121625	0.499490
0.004700	-0.122095	0.499478
0.004800	-0.122565	0.499466
0.004900	-0.123034	0.499454
0.005000	-0.123504	0.499441
0.005100	-0.123974	0.499429
0.005200	-0.124444	0.499416
0.005300	-0.124914	0.499404
0.005400	-0.125383	0.499391
0.005500	-0.125853	0.499379
0.005600	-0.126323	0.499366
0.005700	-0.126793	0.499354
0.005800	-0.127263	0.499341
0.005900	-0.127732	0.499328
0.006000	-0.128202	0.499315
0.006100	-0.128672	0.499303
0.006200	-0.129141	0.499290
0.006300	-0.129611	0.499277
0.006400	-0.130081	0.499264
0.006500	-0.130551	0.499251
0.006600	-0.131020	0.499238
0.006700	-0.131490	0.499224
0.006800	-0.131959	0.499211
0.006900	-0.132429	0.499198
0.007000	-0.132899	0.499185
0.007100	-0.133368	0.499172
0.007200	-0.133838	0.499158
0.007300	-0.134308	0.499145
0.007400	-0.134777	0.499131
